                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                 1.4389,                 1.0723,                0.97765,                0.40768,                0.31551,                 0.3041,                0.17402,                  1.371,                 1.0213,                0.94871,              0.0061885,              0.0061885,              0.0061885
                     79,                 1.4386,                 1.0607,                0.97921,                0.40271,                0.31333,                0.30383,                0.17399,                 1.3693,                 1.0199,                0.94792,               0.006139,               0.006139,               0.006139
                     80,                 1.4299,                 1.0593,                0.97494,                0.40823,                0.31568,                0.30571,                0.17424,                 1.3652,                 1.0172,                0.94742,              0.0060895,              0.0060895,              0.0060895
                     81,                  1.437,                 1.0667,                0.97688,                0.40302,                0.31657,                0.30676,                0.17492,                 1.3633,                 1.0154,                0.94608,                0.00604,                0.00604,                0.00604
                     82,                 1.4281,                 1.0571,                0.97258,                0.40019,                 0.3192,                0.30682,                0.17513,                 1.3626,                 1.0143,                0.94581,              0.0059905,              0.0059905,              0.0059905
                     83,                 1.4318,                 1.0536,                0.97313,                0.41085,                0.31152,                0.30535,                0.17453,                 1.3646,                 1.0138,                0.94643,               0.005941,               0.005941,               0.005941
                     84,                 1.4268,                 1.0603,                0.97361,                0.40861,                0.31763,                0.30747,                0.17681,                 1.3605,                 1.0098,                0.94575,              0.0058915,              0.0058915,              0.0058915
                     85,                 1.4282,                  1.052,                0.97262,                0.40827,                0.31676,                0.30877,                0.17793,                 1.3587,                 1.0102,                0.94558,               0.005842,               0.005842,               0.005842
                     86,                 1.4192,                 1.0533,                0.97341,                0.40458,                0.31693,                0.30808,                0.17752,                 1.3574,                 1.0087,                0.94359,              0.0057925,              0.0057925,              0.0057925
                     87,                 1.4212,                  1.052,                0.97407,                0.40411,                0.31661,                 0.3079,                0.17711,                  1.357,                 1.0066,                 0.9443,               0.005743,               0.005743,               0.005743
                     88,                 1.4148,                 1.0445,                0.96994,                0.41828,                 0.3142,                0.31006,                0.17807,                 1.3562,                 1.0051,                0.94389,              0.0056935,              0.0056935,              0.0056935
                     89,                 1.4305,                 1.0552,                0.97198,                0.41248,                0.31939,                0.31126,                0.17885,                 1.3545,                 1.0048,                0.94424,               0.005644,               0.005644,               0.005644
