                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    106,                  1.418,                 1.0485,                0.97183,                 0.4228,                0.32015,                0.31509,                0.18211,                 1.3578,                 1.0036,                0.94504,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.4073,                 1.0389,                0.97015,                0.42782,                0.32205,                0.31591,                0.18259,                  1.357,                 1.0025,                0.94501,               0.004753,               0.004753,               0.004753
                    108,                 1.4154,                 1.0421,                0.97009,                0.42651,                0.32278,                 0.3168,                0.18256,                 1.3569,                 1.0021,                0.94499,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.4113,                 1.0359,                0.96931,                0.42353,                0.32229,                0.31622,                0.18283,                 1.3581,                 1.0019,                0.94537,               0.004654,               0.004654,               0.004654
                    110,                 1.4137,                 1.0393,                0.96594,                0.42304,                0.32041,                0.31641,                0.18273,                 1.3574,                 1.0012,                0.94494,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.4199,                 1.0408,                0.96723,                0.43248,                0.32052,                0.31757,                 0.1836,                 1.3563,                 1.0007,                0.94411,               0.004555,               0.004555,               0.004555
                    112,                 1.4069,                 1.0355,                0.96847,                0.42793,                0.32162,                0.31746,                0.18377,                 1.3548,                0.99929,                0.94373,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.4117,                 1.0396,                0.96878,                0.42854,                0.32293,                0.31767,                0.18445,                 1.3532,                0.99775,                0.94332,               0.004456,               0.004456,               0.004456
                    114,                 1.4037,                  1.033,                0.96485,                0.42605,                0.32474,                0.31764,                0.18423,                 1.3528,                0.99604,                0.94301,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.4069,                 1.0243,                0.96601,                0.42803,                0.32328,                0.31816,                0.18406,                 1.3517,                 0.9952,                 0.9429,               0.004357,               0.004357,               0.004357
                    116,                 1.4062,                 1.0307,                0.96748,                0.43526,                0.32229,                0.31771,                0.18374,                 1.3513,                0.99521,                 0.9427,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.4002,                 1.0242,                0.96251,                0.43648,                0.31948,                0.31797,                0.18392,                  1.351,                0.99521,                0.94265,               0.004258,               0.004258,               0.004258
                    118,                 1.4088,                 1.0274,                0.96629,                0.43248,                0.32053,                0.31877,                0.18439,                 1.3503,                0.99466,                0.94224,              0.0042085,              0.0042085,              0.0042085
                    119,                 1.3959,                   1.02,                0.96552,                0.43118,                0.32164,                0.31905,                0.18478,                   1.35,                0.99406,                0.94221,               0.004159,               0.004159,               0.004159
